begintime,ne_name,ne_type,vendor,integrity,4G traffic,id
2022-02-05,"4G_GODRECHSTREET/Cell:eNodeB Function Name=4G_GODRECHSTREET,Local Cell ID=1,Cell Name=4G_GODRECHSTREET-1,eNodeB ID=5019,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,445088222096.0,17
2022-02-05,"4G_PORTLOKO_SLMINING/Cell:eNodeB Function Name=4G_PORTLOKO_SLMINING,Local Cell ID=2,Cell Name=4G_PORTLOKO_SLMINING-2,eNodeB ID=5105,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,79165605512.0,18
2022-02-05,"4G_SUSSEX_II/Cell:eNodeB Function Name=4G_SUSSEX_II,Local Cell ID=1,Cell Name=4G_SUSSEX_II-1,eNodeB ID=5074,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,188886708504.0,19
2022-02-05,"4G_WILBERFORCEMSC/Cell:eNodeB Function Name=4G_WILBERFORCEMSC,Local Cell ID=0,Cell Name=4G_WILBERFORCEMSC-1,eNodeB ID=5003,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,551471687720.0,20
2022-02-06,"4G_ALLENTOWN/Cell:eNodeB Function Name=4G_ALLENTOWN,Local Cell ID=8,Cell Name=4G_ALLENTOWN-8,eNodeB ID=5021,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,812089733648.0,21
2022-02-06,"4G_GODRECHSTREET/Cell:eNodeB Function Name=4G_GODRECHSTREET,Local Cell ID=1,Cell Name=4G_GODRECHSTREET-1,eNodeB ID=5019,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,263534562448.0,22
2022-02-06,"4G_PORTLOKO_SLMINING/Cell:eNodeB Function Name=4G_PORTLOKO_SLMINING,Local Cell ID=2,Cell Name=4G_PORTLOKO_SLMINING-2,eNodeB ID=5105,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,112622942800.0,23
2022-02-06,"4G_SUSSEX_II/Cell:eNodeB Function Name=4G_SUSSEX_II,Local Cell ID=1,Cell Name=4G_SUSSEX_II-1,eNodeB ID=5074,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,255777783792.0,24
2022-02-06,"4G_WILBERFORCEMSC/Cell:eNodeB Function Name=4G_WILBERFORCEMSC,Local Cell ID=0,Cell Name=4G_WILBERFORCEMSC-1,eNodeB ID=5003,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,654260367352.0,25
2022-02-08,"4G_ALLENTOWN/Cell:eNodeB Function Name=4G_ALLENTOWN,Local Cell ID=8,Cell Name=4G_ALLENTOWN-8,eNodeB ID=5021,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,1000087559848.0,26
2022-02-08,"4G_GODRECHSTREET/Cell:eNodeB Function Name=4G_GODRECHSTREET,Local Cell ID=1,Cell Name=4G_GODRECHSTREET-1,eNodeB ID=5019,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,401028697800.0,27
2022-02-08,"4G_PORTLOKO_SLMINING/Cell:eNodeB Function Name=4G_PORTLOKO_SLMINING,Local Cell ID=2,Cell Name=4G_PORTLOKO_SLMINING-2,eNodeB ID=5105,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,0.0,28
2022-02-08,"4G_SUSSEX_II/Cell:eNodeB Function Name=4G_SUSSEX_II,Local Cell ID=1,Cell Name=4G_SUSSEX_II-1,eNodeB ID=5074,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,181962531128.0,29
2022-02-08,"4G_WILBERFORCEMSC/Cell:eNodeB Function Name=4G_WILBERFORCEMSC,Local Cell ID=0,Cell Name=4G_WILBERFORCEMSC-1,eNodeB ID=5003,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,545246184928.0,30
2022-02-10,"4G_ALLENTOWN/Cell:eNodeB Function Name=4G_ALLENTOWN,Local Cell ID=8,Cell Name=4G_ALLENTOWN-8,eNodeB ID=5021,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,935450877552.0,31
2022-02-10,"4G_GODRECHSTREET/Cell:eNodeB Function Name=4G_GODRECHSTREET,Local Cell ID=1,Cell Name=4G_GODRECHSTREET-1,eNodeB ID=5019,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,474341437640.0,32
2022-02-10,"4G_PORTLOKO_SLMINING/Cell:eNodeB Function Name=4G_PORTLOKO_SLMINING,Local Cell ID=2,Cell Name=4G_PORTLOKO_SLMINING-2,eNodeB ID=5105,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,36925434312.0,33
2022-02-10,"4G_SUSSEX_II/Cell:eNodeB Function Name=4G_SUSSEX_II,Local Cell ID=1,Cell Name=4G_SUSSEX_II-1,eNodeB ID=5074,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,166883973744.0,34
2022-02-10,"4G_WILBERFORCEMSC/Cell:eNodeB Function Name=4G_WILBERFORCEMSC,Local Cell ID=0,Cell Name=4G_WILBERFORCEMSC-1,eNodeB ID=5003,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,634920751488.0,35
2022-02-11,"4G_ALLENTOWN/Cell:eNodeB Function Name=4G_ALLENTOWN,Local Cell ID=8,Cell Name=4G_ALLENTOWN-8,eNodeB ID=5021,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,1046759818696.0,36
2022-02-11,"4G_GODRECHSTREET/Cell:eNodeB Function Name=4G_GODRECHSTREET,Local Cell ID=1,Cell Name=4G_GODRECHSTREET-1,eNodeB ID=5019,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,402434966968.0,37
2022-02-11,"4G_PORTLOKO_SLMINING/Cell:eNodeB Function Name=4G_PORTLOKO_SLMINING,Local Cell ID=2,Cell Name=4G_PORTLOKO_SLMINING-2,eNodeB ID=5105,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,104480867608.0,38
2022-02-11,"4G_SUSSEX_II/Cell:eNodeB Function Name=4G_SUSSEX_II,Local Cell ID=1,Cell Name=4G_SUSSEX_II-1,eNodeB ID=5074,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,183382700360.0,39
2022-02-11,"4G_WILBERFORCEMSC/Cell:eNodeB Function Name=4G_WILBERFORCEMSC,Local Cell ID=0,Cell Name=4G_WILBERFORCEMSC-1,eNodeB ID=5003,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,630327931872.0,40
2022-02-12,"4G_ALLENTOWN/Cell:eNodeB Function Name=4G_ALLENTOWN,Local Cell ID=8,Cell Name=4G_ALLENTOWN-8,eNodeB ID=5021,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,904040160808.0,41
2022-02-12,"4G_GODRECHSTREET/Cell:eNodeB Function Name=4G_GODRECHSTREET,Local Cell ID=1,Cell Name=4G_GODRECHSTREET-1,eNodeB ID=5019,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,475257580296.0,42
2022-02-12,"4G_PORTLOKO_SLMINING/Cell:eNodeB Function Name=4G_PORTLOKO_SLMINING,Local Cell ID=2,Cell Name=4G_PORTLOKO_SLMINING-2,eNodeB ID=5105,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,172229601192.0,43
2022-02-12,"4G_SUSSEX_II/Cell:eNodeB Function Name=4G_SUSSEX_II,Local Cell ID=1,Cell Name=4G_SUSSEX_II-1,eNodeB ID=5074,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,206726066256.0,44
2022-02-12,"4G_WILBERFORCEMSC/Cell:eNodeB Function Name=4G_WILBERFORCEMSC,Local Cell ID=0,Cell Name=4G_WILBERFORCEMSC-1,eNodeB ID=5003,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,592277834552.0,45
2022-02-13,"4G_ALLENTOWN/Cell:eNodeB Function Name=4G_ALLENTOWN,Local Cell ID=8,Cell Name=4G_ALLENTOWN-8,eNodeB ID=5021,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,920191598904.0,46
2022-02-13,"4G_GODRECHSTREET/Cell:eNodeB Function Name=4G_GODRECHSTREET,Local Cell ID=1,Cell Name=4G_GODRECHSTREET-1,eNodeB ID=5019,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,263204248880.0,47
2022-02-13,"4G_PORTLOKO_SLMINING/Cell:eNodeB Function Name=4G_PORTLOKO_SLMINING,Local Cell ID=2,Cell Name=4G_PORTLOKO_SLMINING-2,eNodeB ID=5105,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,127124210960.0,48
2022-02-13,"4G_SUSSEX_II/Cell:eNodeB Function Name=4G_SUSSEX_II,Local Cell ID=1,Cell Name=4G_SUSSEX_II-1,eNodeB ID=5074,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,187222301768.0,49
2022-02-13,"4G_WILBERFORCEMSC/Cell:eNodeB Function Name=4G_WILBERFORCEMSC,Local Cell ID=0,Cell Name=4G_WILBERFORCEMSC-1,eNodeB ID=5003,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,623630584752.0,50
2022-02-17,"4G_ALLENTOWN/Cell:eNodeB Function Name=4G_ALLENTOWN,Local Cell ID=8,Cell Name=4G_ALLENTOWN-8,eNodeB ID=5021,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,87.5,1063454848096.0,51
2022-02-17,"4G_GODRECHSTREET/Cell:eNodeB Function Name=4G_GODRECHSTREET,Local Cell ID=1,Cell Name=4G_GODRECHSTREET-1,eNodeB ID=5019,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,87.5,378577962248.0,52
2022-02-17,"4G_PORTLOKO_SLMINING/Cell:eNodeB Function Name=4G_PORTLOKO_SLMINING,Local Cell ID=2,Cell Name=4G_PORTLOKO_SLMINING-2,eNodeB ID=5105,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,87.5,100297491024.0,53
2022-02-17,"4G_SUSSEX_II/Cell:eNodeB Function Name=4G_SUSSEX_II,Local Cell ID=1,Cell Name=4G_SUSSEX_II-1,eNodeB ID=5074,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,87.5,189796809624.0,54
2022-02-17,"4G_WILBERFORCEMSC/Cell:eNodeB Function Name=4G_WILBERFORCEMSC,Local Cell ID=0,Cell Name=4G_WILBERFORCEMSC-1,eNodeB ID=5003,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,87.5,539332131216.0,55
2022-02-18,"4G_ALLENTOWN/Cell:eNodeB Function Name=4G_ALLENTOWN,Local Cell ID=8,Cell Name=4G_ALLENTOWN-8,eNodeB ID=5021,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,1097165464760.0,56
2022-02-18,"4G_GODRECHSTREET/Cell:eNodeB Function Name=4G_GODRECHSTREET,Local Cell ID=1,Cell Name=4G_GODRECHSTREET-1,eNodeB ID=5019,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,382986666160.0,57
2022-02-18,"4G_PORTLOKO_SLMINING/Cell:eNodeB Function Name=4G_PORTLOKO_SLMINING,Local Cell ID=2,Cell Name=4G_PORTLOKO_SLMINING-2,eNodeB ID=5105,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,93458390728.0,58
2022-02-18,"4G_SUSSEX_II/Cell:eNodeB Function Name=4G_SUSSEX_II,Local Cell ID=1,Cell Name=4G_SUSSEX_II-1,eNodeB ID=5074,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,138989721136.0,59
2022-02-18,"4G_WILBERFORCEMSC/Cell:eNodeB Function Name=4G_WILBERFORCEMSC,Local Cell ID=0,Cell Name=4G_WILBERFORCEMSC-1,eNodeB ID=5003,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,726624858808.0,60
2022-02-19,"4G_ALLENTOWN/Cell:eNodeB Function Name=4G_ALLENTOWN,Local Cell ID=8,Cell Name=4G_ALLENTOWN-8,eNodeB ID=5021,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,963526607736.0,61
2022-02-19,"4G_GODRECHSTREET/Cell:eNodeB Function Name=4G_GODRECHSTREET,Local Cell ID=1,Cell Name=4G_GODRECHSTREET-1,eNodeB ID=5019,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,410805141528.0,62
2022-02-19,"4G_PORTLOKO_SLMINING/Cell:eNodeB Function Name=4G_PORTLOKO_SLMINING,Local Cell ID=2,Cell Name=4G_PORTLOKO_SLMINING-2,eNodeB ID=5105,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,30004643440.0,63
2022-02-19,"4G_SUSSEX_II/Cell:eNodeB Function Name=4G_SUSSEX_II,Local Cell ID=1,Cell Name=4G_SUSSEX_II-1,eNodeB ID=5074,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,163256544328.0,64
2022-02-19,"4G_WILBERFORCEMSC/Cell:eNodeB Function Name=4G_WILBERFORCEMSC,Local Cell ID=0,Cell Name=4G_WILBERFORCEMSC-1,eNodeB ID=5003,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,663004090704.0,65
2022-02-20,"4G_ALLENTOWN/Cell:eNodeB Function Name=4G_ALLENTOWN,Local Cell ID=8,Cell Name=4G_ALLENTOWN-8,eNodeB ID=5021,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,976087491016.0,66
2022-02-20,"4G_GODRECHSTREET/Cell:eNodeB Function Name=4G_GODRECHSTREET,Local Cell ID=1,Cell Name=4G_GODRECHSTREET-1,eNodeB ID=5019,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,256134769888.0,67
2022-02-20,"4G_PORTLOKO_SLMINING/Cell:eNodeB Function Name=4G_PORTLOKO_SLMINING,Local Cell ID=2,Cell Name=4G_PORTLOKO_SLMINING-2,eNodeB ID=5105,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,140377856776.0,68
2022-02-20,"4G_SUSSEX_II/Cell:eNodeB Function Name=4G_SUSSEX_II,Local Cell ID=1,Cell Name=4G_SUSSEX_II-1,eNodeB ID=5074,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,136617400328.0,69
2022-02-20,"4G_WILBERFORCEMSC/Cell:eNodeB Function Name=4G_WILBERFORCEMSC,Local Cell ID=0,Cell Name=4G_WILBERFORCEMSC-1,eNodeB ID=5003,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,678344705536.0,70
2022-03-01,"4G_ALLENTOWN/Cell:eNodeB Function Name=4G_ALLENTOWN,Local Cell ID=8,Cell Name=4G_ALLENTOWN-8,eNodeB ID=5021,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,1124000458336.0,71
2022-03-01,"4G_GODRECHSTREET/Cell:eNodeB Function Name=4G_GODRECHSTREET,Local Cell ID=1,Cell Name=4G_GODRECHSTREET-1,eNodeB ID=5019,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,444638879016.0,72
2022-03-01,"4G_PORTLOKO_SLMINING/Cell:eNodeB Function Name=4G_PORTLOKO_SLMINING,Local Cell ID=2,Cell Name=4G_PORTLOKO_SLMINING-2,eNodeB ID=5105,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,115557403792.0,73
2022-03-01,"4G_SUSSEX_II/Cell:eNodeB Function Name=4G_SUSSEX_II,Local Cell ID=1,Cell Name=4G_SUSSEX_II-1,eNodeB ID=5074,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,197628882144.0,74
2022-03-01,"4G_WILBERFORCEMSC/Cell:eNodeB Function Name=4G_WILBERFORCEMSC,Local Cell ID=0,Cell Name=4G_WILBERFORCEMSC-1,eNodeB ID=5003,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,669997143312.0,75
2022-03-02,"4G_ALLENTOWN/Cell:eNodeB Function Name=4G_ALLENTOWN,Local Cell ID=8,Cell Name=4G_ALLENTOWN-8,eNodeB ID=5021,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,992352726144.0,76
2022-03-02,"4G_GODRECHSTREET/Cell:eNodeB Function Name=4G_GODRECHSTREET,Local Cell ID=1,Cell Name=4G_GODRECHSTREET-1,eNodeB ID=5019,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,432840726176.0,77
2022-03-02,"4G_PORTLOKO_SLMINING/Cell:eNodeB Function Name=4G_PORTLOKO_SLMINING,Local Cell ID=2,Cell Name=4G_PORTLOKO_SLMINING-2,eNodeB ID=5105,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,103000499672.0,78
2022-03-02,"4G_SUSSEX_II/Cell:eNodeB Function Name=4G_SUSSEX_II,Local Cell ID=1,Cell Name=4G_SUSSEX_II-1,eNodeB ID=5074,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,201319650440.0,79
2022-03-02,"4G_WILBERFORCEMSC/Cell:eNodeB Function Name=4G_WILBERFORCEMSC,Local Cell ID=0,Cell Name=4G_WILBERFORCEMSC-1,eNodeB ID=5003,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,607190529584.0,80
2022-03-03,"4G_ALLENTOWN/Cell:eNodeB Function Name=4G_ALLENTOWN,Local Cell ID=8,Cell Name=4G_ALLENTOWN-8,eNodeB ID=5021,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,1075760223872.0,81
2022-03-03,"4G_GODRECHSTREET/Cell:eNodeB Function Name=4G_GODRECHSTREET,Local Cell ID=1,Cell Name=4G_GODRECHSTREET-1,eNodeB ID=5019,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,332777959400.0,82
2022-03-03,"4G_PORTLOKO_SLMINING/Cell:eNodeB Function Name=4G_PORTLOKO_SLMINING,Local Cell ID=2,Cell Name=4G_PORTLOKO_SLMINING-2,eNodeB ID=5105,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,156554995944.0,83
2022-03-03,"4G_SUSSEX_II/Cell:eNodeB Function Name=4G_SUSSEX_II,Local Cell ID=1,Cell Name=4G_SUSSEX_II-1,eNodeB ID=5074,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,217699577664.0,84
2022-03-03,"4G_WILBERFORCEMSC/Cell:eNodeB Function Name=4G_WILBERFORCEMSC,Local Cell ID=0,Cell Name=4G_WILBERFORCEMSC-1,eNodeB ID=5003,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,712812079864.0,85
2022-03-06,"4G_ALLENTOWN/Cell:eNodeB Function Name=4G_ALLENTOWN,Local Cell ID=8,Cell Name=4G_ALLENTOWN-8,eNodeB ID=5021,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,91.67,983991419352.0,86
2022-03-06,"4G_GODRECHSTREET/Cell:eNodeB Function Name=4G_GODRECHSTREET,Local Cell ID=1,Cell Name=4G_GODRECHSTREET-1,eNodeB ID=5019,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,91.67,179928318632.0,87
2022-03-06,"4G_PORTLOKO_SLMINING/Cell:eNodeB Function Name=4G_PORTLOKO_SLMINING,Local Cell ID=2,Cell Name=4G_PORTLOKO_SLMINING-2,eNodeB ID=5105,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,91.67,150530869912.0,88
2022-03-06,"4G_SUSSEX_II/Cell:eNodeB Function Name=4G_SUSSEX_II,Local Cell ID=1,Cell Name=4G_SUSSEX_II-1,eNodeB ID=5074,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,91.67,227578018776.0,89
2022-03-06,"4G_WILBERFORCEMSC/Cell:eNodeB Function Name=4G_WILBERFORCEMSC,Local Cell ID=0,Cell Name=4G_WILBERFORCEMSC-1,eNodeB ID=5003,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,91.67,583125595424.0,90
2022-03-07,"4G_ALLENTOWN/Cell:eNodeB Function Name=4G_ALLENTOWN,Local Cell ID=8,Cell Name=4G_ALLENTOWN-8,eNodeB ID=5021,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,1013224197848.0,91
