begintime,ne_name,vendor,ne_type,sk_object,aggregation,integrity,tcpInOctets,tcpInPackets,tcpOutPackets,tcpOutOctets,ipTooBigPackets,ipReassemblyError,discIpReassemblyTimedoutPkts,ipDataTrafficVolumePackets,ipDataTrafficVolumeDiscards,ipDataTrafficVolume,ipDataTrafficVolumePckDisc,ipv4InOctets,ipv4InErrors,ipv4OutOctets,ipv4InPackets,ipv4OutPackets,ipv4InReassembledPackets,ifInErrors,ifOutMCastPackets,ifInMCastOctets,ifOutPackets,ifOutFragPackets,ifInDiscardedMCastOctets,ifInDiscardedMCastPackets,ifInOctets,ifOutMCastOctets,ifInMCastPackets,ifOutDroppedPackets,ifOutDroppedOctets,ifOutFragments,ifOutOctets
2022-03-19,"MRBTS-5081,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15625.0,dynamic,90.97222222222223,432393.0,7112.0,18391.0,13660535.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-13,"MRBTS-5081,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15625.0,dynamic,97.01388888888889,361312.0,6700.0,10651.0,13896343.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-17,"MRBTS-5081,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15625.0,dynamic,100.0,411467.0,6751.0,10414.0,13118991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-14,"MRBTS-5081,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15625.0,dynamic,100.0,326794.0,6128.0,9675.0,12841611.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-18,"MRBTS-5081,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15625.0,dynamic,100.0,376868.0,6562.0,10211.0,13069000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-12,"MRBTS-5081,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15625.0,dynamic,100.0,336162.0,6181.0,9820.0,12900171.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-16,"MRBTS-5081,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15625.0,dynamic,100.0,370827.0,6545.0,10136.0,13004408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-15,"MRBTS-5081,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15625.0,dynamic,100.0,343158.0,6271.0,9903.0,12924222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-19,"MRBTS-5050,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15624.0,dynamic,95.83333333333333,595818.0,8132.0,12143.0,12711210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-16,"MRBTS-5050,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15624.0,dynamic,97.22222222222223,1426130.0,31576.0,68859.0,82153602.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-17,"MRBTS-5050,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15624.0,dynamic,95.83333333333333,1768159.0,34725.0,68613.0,76737728.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-12,"MRBTS-5050,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15624.0,dynamic,97.36111111111111,1208043.0,29211.0,62104.0,74907309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-14,"MRBTS-5050,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15624.0,dynamic,100.0,497049.0,12935.0,23034.0,32177184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-11,"MRBTS-5050,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15624.0,dynamic,100.0,415804.0,6647.0,10347.0,12500206.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-15,"MRBTS-5050,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15624.0,dynamic,95.69444444444444,1027578.0,21383.0,64359.0,76699748.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-13,"MRBTS-5050,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15624.0,dynamic,100.0,613566.0,8450.0,12530.0,13232459.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-18,"MRBTS-5050,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15624.0,dynamic,84.58333333333333,462643.0,6899.0,10383.0,11716479.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-12,"MRBTS-5090,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15617.0,dynamic,100.0,479409.0,7382.0,11155.0,12969661.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-18,"MRBTS-5090,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15617.0,dynamic,100.0,717215.0,9258.0,13770.0,13883366.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-11,"MRBTS-5090,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15617.0,dynamic,100.0,719478.0,9406.0,13874.0,13929571.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-14,"MRBTS-5090,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15617.0,dynamic,100.0,567340.0,8109.0,12129.0,13352460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-13,"MRBTS-5090,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15617.0,dynamic,100.0,698954.0,9281.0,13577.0,13875655.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-16,"MRBTS-5090,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15617.0,dynamic,97.15277777777777,1469532.0,34938.0,77469.0,94451125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-15,"MRBTS-5090,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15617.0,dynamic,94.65277777777777,610468.0,7848.0,12348.0,12442406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-19,"MRBTS-5090,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15617.0,dynamic,91.66666666666667,557746.0,7800.0,11578.0,12384284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-17,"MRBTS-5090,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15617.0,dynamic,95.83333333333333,1964555.0,37416.0,63743.0,80030377.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-18,"MRBTS-5062,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15623.0,dynamic,100.0,1188880.0,23752.0,45231.0,56022409.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-16,"MRBTS-5062,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15623.0,dynamic,100.0,379476.0,6339.0,10062.0,12536535.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-17,"MRBTS-5062,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15623.0,dynamic,95.83333333333333,446044.0,6786.0,10687.0,12324935.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-12,"MRBTS-5062,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15623.0,dynamic,100.0,666830.0,8756.0,13773.0,13720916.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-15,"MRBTS-5062,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15623.0,dynamic,100.0,370312.0,6415.0,9850.0,12464964.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-13,"MRBTS-5062,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15623.0,dynamic,100.0,475444.0,7119.0,11270.0,12883034.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-11,"MRBTS-5062,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15623.0,dynamic,100.0,529974.0,7452.0,12041.0,13137248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-14,"MRBTS-5062,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15623.0,dynamic,100.0,467430.0,6857.0,11297.0,12881118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-19,"MRBTS-5062,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15623.0,dynamic,95.83333333333333,552496.0,7596.0,11972.0,12752632.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-16,"MRBTS-5091,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15626.0,dynamic,100.0,272607.0,4024.0,5395.0,6519871.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-18,"MRBTS-5091,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15626.0,dynamic,100.0,282293.0,4054.0,5422.0,6523751.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-15,"MRBTS-5091,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15626.0,dynamic,100.0,257068.0,3871.0,5246.0,6450755.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-17,"MRBTS-5091,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15626.0,dynamic,100.0,294592.0,4255.0,5641.0,6600080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-12,"MRBTS-5091,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15626.0,dynamic,100.0,248008.0,3804.0,5162.0,6454021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-19,"MRBTS-5091,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15626.0,dynamic,90.97222222222223,1027968.0,25810.0,50788.0,65254218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-13,"MRBTS-5091,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15626.0,dynamic,100.0,288360.0,4189.0,5565.0,6572468.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-14,"MRBTS-5091,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15626.0,dynamic,100.0,254652.0,3844.0,5218.0,6462851.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-11,"MRBTS-5091,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15626.0,dynamic,100.0,256910.0,3867.0,5251.0,6458667.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-12,"MRBTS-5084,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15618.0,dynamic,95.83333333333333,430399.0,6675.0,10046.0,11888907.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-16,"MRBTS-5084,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15618.0,dynamic,100.0,508406.0,7446.0,11412.0,12917734.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-13,"MRBTS-5084,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15618.0,dynamic,100.0,327007.0,6020.0,9288.0,12255044.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-17,"MRBTS-5084,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15618.0,dynamic,95.83333333333333,1790401.0,37692.0,74431.0,87728810.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-19,"MRBTS-5084,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15618.0,dynamic,95.83333333333333,444164.0,6897.0,10444.0,12268916.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-15,"MRBTS-5084,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15618.0,dynamic,94.58333333333333,528721.0,7100.0,11460.0,12081662.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-18,"MRBTS-5084,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15618.0,dynamic,100.0,437949.0,6859.0,10500.0,12724143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-11,"MRBTS-5084,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15618.0,dynamic,100.0,495856.0,7402.0,11325.0,12953815.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-14,"MRBTS-5084,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15618.0,dynamic,100.0,351856.0,6202.0,9665.0,12384920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-12,"MRBTS-5085,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15609.0,dynamic,100.0,350494.0,4679.0,6265.0,6757842.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-13,"MRBTS-5085,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15609.0,dynamic,100.0,254538.0,3858.0,5176.0,6403400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-15,"MRBTS-5085,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15609.0,dynamic,100.0,246772.0,3790.0,5094.0,6343044.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-19,"MRBTS-5085,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15609.0,dynamic,90.97222222222223,1014023.0,26533.0,52434.0,68181842.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-14,"MRBTS-5085,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15609.0,dynamic,100.0,298593.0,4165.0,5559.0,6477190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-18,"MRBTS-5085,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15609.0,dynamic,100.0,266364.0,3944.0,5279.0,6401775.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-17,"MRBTS-5085,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15609.0,dynamic,100.0,256592.0,3853.0,5177.0,6376767.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-11,"MRBTS-5085,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15609.0,dynamic,100.0,245308.0,3719.0,5079.0,6346420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-16,"MRBTS-5085,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15609.0,dynamic,100.0,260456.0,3894.0,5228.0,6404576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-15,"MRBTS-5044,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15612.0,dynamic,100.0,578277.0,7803.0,12894.0,13699689.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-13,"MRBTS-5044,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15612.0,dynamic,100.0,393628.0,6671.0,10231.0,12872879.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-17,"MRBTS-5044,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15612.0,dynamic,95.83333333333333,935492.0,10980.0,15849.0,14123772.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-11,"MRBTS-5044,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15612.0,dynamic,100.0,472826.0,7238.0,11259.0,13271657.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-18,"MRBTS-5044,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15612.0,dynamic,100.0,662402.0,8917.0,13369.0,13964486.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-16,"MRBTS-5044,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15612.0,dynamic,100.0,530528.0,7742.0,11914.0,13459731.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-14,"MRBTS-5044,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15612.0,dynamic,100.0,412766.0,6783.0,10497.0,12988797.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-12,"MRBTS-5044,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15612.0,dynamic,100.0,493678.0,7577.0,11382.0,13261943.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-19,"MRBTS-5044,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15612.0,dynamic,95.83333333333333,349920.0,6150.0,9590.0,12271256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-16,"MRBTS-5080,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15613.0,dynamic,100.0,286582.0,4180.0,5687.0,6752740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-19,"MRBTS-5080,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15613.0,dynamic,95.83333333333333,344824.0,4689.0,6208.0,6759265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-17,"MRBTS-5080,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15613.0,dynamic,100.0,284602.0,4177.0,5627.0,6758675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-11,"MRBTS-5080,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15613.0,dynamic,100.0,300066.0,4327.0,5831.0,6814896.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-12,"MRBTS-5080,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15613.0,dynamic,100.0,262336.0,3969.0,5453.0,6686177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-13,"MRBTS-5080,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15613.0,dynamic,100.0,263586.0,4010.0,5447.0,6684750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-18,"MRBTS-5080,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15613.0,dynamic,100.0,268786.0,4066.0,5461.0,6695132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-15,"MRBTS-5080,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15613.0,dynamic,100.0,310664.0,4422.0,5935.0,6825030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-14,"MRBTS-5080,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15613.0,dynamic,100.0,258528.0,3908.0,5389.0,6653616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-14,"MRBTS-5078,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15621.0,dynamic,100.0,328288.0,6071.0,9529.0,12580015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-13,"MRBTS-5078,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15621.0,dynamic,100.0,336032.0,6180.0,9616.0,12646023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-15,"MRBTS-5078,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15621.0,dynamic,100.0,314334.0,5921.0,9437.0,12550222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-17,"MRBTS-5078,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15621.0,dynamic,100.0,366242.0,6333.0,9934.0,12752389.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-16,"MRBTS-5078,TNLSVC-1,TNL-1,IPNO-1",Nokia,SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,15621.0,dynamic,100.0,338145.0,6120.0,9689.0,12644688.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
