begintime,ne_name,vendor,ne_type,sk_object,aggregation,integrity,SIGN_CONN_ESTAB_ATT_EMG,SIGN_CONN_ESTAB_ATT_MO_S,SIGN_CONN_ESTAB_COMP,SIGN_CONN_ESTAB_ATT_HIPRIO,SIGN_CONN_ESTAB_ATT_MO_D,SIGN_CONN_ESTAB_ATT_DEL_TOL,SIGN_CONN_ESTAB_ATT_MT,PDCP_SDU_VOL_DL,ERAB_REL_ENB_RNL_RED,EPC_EPS_BEARER_REL_REQ_OTH,EPS_BEARER_SETUP_COMPLETIONS,ERAB_REL_HO_PART,ERAB_REL_ENB_INI_S1_PART_RESET,ERAB_REL_SUCC_HO_GERAN,ERAB_REL_MME_INI_S1_PART_RESET,EPC_EPS_BEARER_REL_REQ_RNL,ERAB_REL_ENB_INI_S1_GLOB_RESET,ERAB_REL_MME_INI_S1_GLOB_RESET,ERAB_REL_ENB_RNL_RRNA,EPS_BEARER_SETUP_ATTEMPTS,ERAB_REL_ENB_RNL_INA,EPC_EPS_BEARER_REL_REQ_NORM,ERAB_REL_ENB,ERAB_REL_TEMP_QCI1,ERAB_REL_EPC_PATH_SWITCH,EPC_EPS_BEARER_REL_REQ_DETACH,ERAB_REL_S1_OUTAGE,ERAB_REL_SUCC_HO_UTRAN
2024-03-17,"MRBTS-5050,LNBTS-5050,LNCEL-2,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16902.0,dynamic,95.83333333333333,0.0,33661.0,109154.0,0.0,38749.0,0.0,37839.0,,,,,,,,,,,,,,,,,,,,,
2024-03-09,"MRBTS-5050,LNBTS-5050,LNCEL-2,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16902.0,dynamic,95.83333333333333,0.0,31947.0,107441.0,0.0,39649.0,0.0,37250.0,,,,,,,,,,,,,,,,,,,,,
2024-03-23,"MRBTS-5050,LNBTS-5050,LNCEL-2,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16902.0,dynamic,100.0,1.0,33967.0,107876.0,0.0,39444.0,0.0,35625.0,,,,,,,,,,,,,,,,,,,,,
2024-03-24,"MRBTS-5050,LNBTS-5050,LNCEL-2,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16902.0,dynamic,100.0,0.0,32442.0,109225.0,0.0,40939.0,0.0,36441.0,,,,,,,,,,,,,,,,,,,,,
2024-03-16,"MRBTS-5084,LNBTS-5084,LNCEL-21,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16971.0,dynamic,100.0,0.0,4155.0,12770.0,0.0,5280.0,0.0,3488.0,,,,,,,,,,,,,,,,,,,,,
2024-03-17,"MRBTS-5084,LNBTS-5084,LNCEL-21,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16971.0,dynamic,95.83333333333333,0.0,6585.0,20038.0,0.0,7853.0,0.0,5670.0,,,,,,,,,,,,,,,,,,,,,
2024-03-09,"MRBTS-5084,LNBTS-5084,LNCEL-21,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16971.0,dynamic,95.83333333333333,0.0,5762.0,16306.0,0.0,6118.0,0.0,4527.0,,,,,,,,,,,,,,,,,,,,,
2024-03-23,"MRBTS-5084,LNBTS-5084,LNCEL-21,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16971.0,dynamic,100.0,0.0,6509.0,20396.0,0.0,7418.0,0.0,6569.0,,,,,,,,,,,,,,,,,,,,,
2024-03-24,"MRBTS-5084,LNBTS-5084,LNCEL-21,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16971.0,dynamic,100.0,1.0,6477.0,20811.0,0.0,8508.0,0.0,5884.0,,,,,,,,,,,,,,,,,,,,,
2024-03-16,"MRBTS-5200,LNBTS-5200,LNCEL-21,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16922.0,dynamic,98.68055555555556,0.0,12311.0,69552.0,0.0,30496.0,0.0,27024.0,,,,,,,,,,,,,,,,,,,,,
2024-03-17,"MRBTS-5200,LNBTS-5200,LNCEL-21,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16922.0,dynamic,95.48611111111111,0.0,10550.0,60997.0,0.0,29073.0,0.0,21707.0,,,,,,,,,,,,,,,,,,,,,
2024-03-09,"MRBTS-5200,LNBTS-5200,LNCEL-21,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16922.0,dynamic,78.40277777777777,0.0,13570.0,57769.0,0.0,23886.0,0.0,20464.0,,,,,,,,,,,,,,,,,,,,,
2024-03-23,"MRBTS-5200,LNBTS-5200,LNCEL-21,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16922.0,dynamic,97.5,0.0,12302.0,60660.0,0.0,26090.0,0.0,22585.0,,,,,,,,,,,,,,,,,,,,,
2024-03-24,"MRBTS-5200,LNBTS-5200,LNCEL-21,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16922.0,dynamic,98.75,0.0,13978.0,65321.0,0.0,27300.0,0.0,24380.0,,,,,,,,,,,,,,,,,,,,,
2024-03-16,"MRBTS-5023,LNBTS-5023,LNCEL-11,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16938.0,dynamic,100.0,0.0,17637.0,56430.0,0.0,20930.0,0.0,18037.0,,,,,,,,,,,,,,,,,,,,,
2024-03-17,"MRBTS-5023,LNBTS-5023,LNCEL-11,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16938.0,dynamic,100.0,0.0,16158.0,53338.0,0.0,20706.0,0.0,16710.0,,,,,,,,,,,,,,,,,,,,,
2024-03-09,"MRBTS-5023,LNBTS-5023,LNCEL-11,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16938.0,dynamic,91.04166666666667,0.0,15097.0,46594.0,0.0,16894.0,0.0,14760.0,,,,,,,,,,,,,,,,,,,,,
2024-03-23,"MRBTS-5023,LNBTS-5023,LNCEL-11,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16938.0,dynamic,100.0,0.0,14975.0,47203.0,0.0,17892.0,0.0,14533.0,,,,,,,,,,,,,,,,,,,,,
2024-03-24,"MRBTS-5023,LNBTS-5023,LNCEL-11,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16938.0,dynamic,100.0,0.0,15606.0,50557.0,0.0,18486.0,0.0,16646.0,,,,,,,,,,,,,,,,,,,,,
2024-03-16,"MRBTS-5023,LNBTS-5023,LNCEL-31,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16897.0,dynamic,100.0,0.0,13048.0,57987.0,0.0,25939.0,0.0,19072.0,,,,,,,,,,,,,,,,,,,,,
2024-03-17,"MRBTS-5023,LNBTS-5023,LNCEL-31,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16897.0,dynamic,100.0,0.0,11616.0,45943.0,0.0,20711.0,0.0,13710.0,,,,,,,,,,,,,,,,,,,,,
2024-03-09,"MRBTS-5023,LNBTS-5023,LNCEL-31,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16897.0,dynamic,91.04166666666667,0.0,9893.0,40574.0,0.0,17105.0,0.0,13619.0,,,,,,,,,,,,,,,,,,,,,
2024-03-23,"MRBTS-5023,LNBTS-5023,LNCEL-31,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16897.0,dynamic,100.0,0.0,11931.0,39115.0,0.0,15600.0,0.0,11673.0,,,,,,,,,,,,,,,,,,,,,
2024-03-24,"MRBTS-5023,LNBTS-5023,LNCEL-31,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16897.0,dynamic,100.0,0.0,12218.0,46328.0,0.0,18982.0,0.0,15186.0,,,,,,,,,,,,,,,,,,,,,
2024-03-16,"MRBTS-5086,LNBTS-5086,LNCEL-21,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16966.0,dynamic,100.0,0.0,1775.0,12254.0,0.0,8298.0,0.0,2210.0,,,,,,,,,,,,,,,,,,,,,
2024-03-17,"MRBTS-5086,LNBTS-5086,LNCEL-21,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16966.0,dynamic,100.0,0.0,2261.0,12861.0,0.0,8071.0,0.0,2557.0,,,,,,,,,,,,,,,,,,,,,
2024-03-09,"MRBTS-5086,LNBTS-5086,LNCEL-21,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16966.0,dynamic,90.97222222222223,0.0,2718.0,7657.0,0.0,3357.0,0.0,1641.0,,,,,,,,,,,,,,,,,,,,,
2024-03-23,"MRBTS-5086,LNBTS-5086,LNCEL-21,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16966.0,dynamic,100.0,0.0,1822.0,11364.0,0.0,7684.0,0.0,1894.0,,,,,,,,,,,,,,,,,,,,,
2024-03-24,"MRBTS-5086,LNBTS-5086,LNCEL-21,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16966.0,dynamic,100.0,0.0,2265.0,15009.0,0.0,8898.0,0.0,3890.0,,,,,,,,,,,,,,,,,,,,,
2024-03-16,"MRBTS-5081,LNBTS-5081,LNCEL-2,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16887.0,dynamic,100.0,0.0,139269.0,499593.0,0.0,213093.0,0.0,148082.0,,,,,,,,,,,,,,,,,,,,,
2024-03-17,"MRBTS-5081,LNBTS-5081,LNCEL-2,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16887.0,dynamic,100.0,0.0,136101.0,472011.0,0.0,201494.0,0.0,135170.0,,,,,,,,,,,,,,,,,,,,,
2024-03-09,"MRBTS-5081,LNBTS-5081,LNCEL-2,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16887.0,dynamic,90.97222222222223,0.0,133264.0,440956.0,0.0,180068.0,0.0,128525.0,,,,,,,,,,,,,,,,,,,,,
2024-03-23,"MRBTS-5081,LNBTS-5081,LNCEL-2,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16887.0,dynamic,97.01388888888889,0.0,141330.0,485049.0,0.0,209440.0,0.0,135266.0,,,,,,,,,,,,,,,,,,,,,
2024-03-24,"MRBTS-5081,LNBTS-5081,LNCEL-2,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16887.0,dynamic,100.0,1.0,137428.0,478570.0,0.0,204101.0,0.0,137975.0,,,,,,,,,,,,,,,,,,,,,
2024-03-16,"MRBTS-5079,LNBTS-5079,LNCEL-11,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16894.0,dynamic,95.69444444444444,0.0,8138.0,24064.0,0.0,9079.0,0.0,7026.0,,,,,,,,,,,,,,,,,,,,,
2024-03-17,"MRBTS-5079,LNBTS-5079,LNCEL-11,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16894.0,dynamic,100.0,0.0,8895.0,22295.0,0.0,7578.0,0.0,5963.0,,,,,,,,,,,,,,,,,,,,,
2024-03-09,"MRBTS-5079,LNBTS-5079,LNCEL-11,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16894.0,dynamic,86.80555555555556,0.0,7388.0,20978.0,0.0,7226.0,0.0,6544.0,,,,,,,,,,,,,,,,,,,,,
2024-03-23,"MRBTS-5079,LNBTS-5079,LNCEL-11,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16894.0,dynamic,100.0,0.0,8337.0,24509.0,0.0,9082.0,0.0,7307.0,,,,,,,,,,,,,,,,,,,,,
2024-03-24,"MRBTS-5079,LNBTS-5079,LNCEL-11,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16894.0,dynamic,100.0,0.0,7701.0,22006.0,0.0,8122.0,0.0,6378.0,,,,,,,,,,,,,,,,,,,,,
2024-03-16,"MRBTS-5078,LNBTS-5078,LNCEL-1,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16916.0,dynamic,100.0,0.0,107298.0,306521.0,0.0,114264.0,0.0,85840.0,,,,,,,,,,,,,,,,,,,,,
2024-03-17,"MRBTS-5078,LNBTS-5078,LNCEL-1,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16916.0,dynamic,100.0,0.0,104268.0,292978.0,0.0,109387.0,0.0,80161.0,,,,,,,,,,,,,,,,,,,,,
2024-03-09,"MRBTS-5078,LNBTS-5078,LNCEL-1,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16916.0,dynamic,91.04166666666667,0.0,103473.0,269999.0,0.0,94128.0,0.0,73625.0,,,,,,,,,,,,,,,,,,,,,
2024-03-23,"MRBTS-5078,LNBTS-5078,LNCEL-1,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16916.0,dynamic,100.0,0.0,105706.0,275328.0,0.0,98383.0,0.0,72033.0,,,,,,,,,,,,,,,,,,,,,
2024-03-24,"MRBTS-5078,LNBTS-5078,LNCEL-1,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16916.0,dynamic,100.0,0.0,108360.0,284059.0,0.0,100059.0,0.0,76307.0,,,,,,,,,,,,,,,,,,,,,
2024-03-16,"MRBTS-5084,LNBTS-5084,LNCEL-2,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16931.0,dynamic,100.0,0.0,57701.0,156294.0,0.0,55657.0,0.0,43269.0,,,,,,,,,,,,,,,,,,,,,
2024-03-17,"MRBTS-5084,LNBTS-5084,LNCEL-2,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16931.0,dynamic,95.83333333333333,0.0,59345.0,178809.0,0.0,68510.0,0.0,51258.0,,,,,,,,,,,,,,,,,,,,,
2024-03-09,"MRBTS-5084,LNBTS-5084,LNCEL-2,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16931.0,dynamic,95.83333333333333,1.0,60207.0,155397.0,0.0,52884.0,0.0,42750.0,,,,,,,,,,,,,,,,,,,,,
2024-03-23,"MRBTS-5084,LNBTS-5084,LNCEL-2,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16931.0,dynamic,100.0,0.0,62638.0,171226.0,0.0,61902.0,0.0,46977.0,,,,,,,,,,,,,,,,,,,,,
2024-03-24,"MRBTS-5084,LNBTS-5084,LNCEL-2,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16931.0,dynamic,100.0,0.0,64339.0,182590.0,0.0,67157.0,0.0,51362.0,,,,,,,,,,,,,,,,,,,,,
2024-03-16,"MRBTS-5045,LNBTS-5045,LNCEL-1,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16896.0,dynamic,100.0,0.0,45417.0,129647.0,0.0,46106.0,0.0,38368.0,,,,,,,,,,,,,,,,,,,,,
2024-03-17,"MRBTS-5045,LNBTS-5045,LNCEL-1,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16896.0,dynamic,95.83333333333333,0.0,42972.0,134380.0,0.0,50676.0,0.0,40768.0,,,,,,,,,,,,,,,,,,,,,
2024-03-09,"MRBTS-5045,LNBTS-5045,LNCEL-1,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16896.0,dynamic,95.83333333333333,1.0,47308.0,152345.0,0.0,59948.0,0.0,45150.0,,,,,,,,,,,,,,,,,,,,,
2024-03-23,"MRBTS-5045,LNBTS-5045,LNCEL-1,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16896.0,dynamic,100.0,0.0,53065.0,151306.0,0.0,58613.0,0.0,39684.0,,,,,,,,,,,,,,,,,,,,,
2024-03-24,"MRBTS-5045,LNBTS-5045,LNCEL-1,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16896.0,dynamic,100.0,0.0,46810.0,134663.0,0.0,49260.0,0.0,38645.0,,,,,,,,,,,,,,,,,,,,,
2024-03-16,"MRBTS-5044,LNBTS-5044,LNCEL-1,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16961.0,dynamic,100.0,0.0,114998.0,384717.0,0.0,151169.0,0.0,119396.0,,,,,,,,,,,,,,,,,,,,,
2024-03-17,"MRBTS-5044,LNBTS-5044,LNCEL-1,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16961.0,dynamic,95.83333333333333,0.0,118724.0,380990.0,0.0,145754.0,0.0,117092.0,,,,,,,,,,,,,,,,,,,,,
2024-03-09,"MRBTS-5044,LNBTS-5044,LNCEL-1,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16961.0,dynamic,95.83333333333333,0.0,106883.0,374810.0,0.0,150595.0,0.0,117977.0,,,,,,,,,,,,,,,,,,,,,
2024-03-23,"MRBTS-5044,LNBTS-5044,LNCEL-1,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16961.0,dynamic,100.0,1.0,109673.0,357680.0,0.0,137227.0,0.0,111287.0,,,,,,,,,,,,,,,,,,,,,
2024-03-24,"MRBTS-5044,LNBTS-5044,LNCEL-1,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16961.0,dynamic,100.0,0.0,123560.0,397620.0,0.0,150141.0,0.0,124506.0,,,,,,,,,,,,,,,,,,,,,
2024-03-16,"MRBTS-5080,LNBTS-5080,LNCEL-3,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16952.0,dynamic,100.0,0.0,62263.0,156488.0,0.0,49339.0,0.0,45157.0,,,,,,,,,,,,,,,,,,,,,
2024-03-17,"MRBTS-5080,LNBTS-5080,LNCEL-3,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16952.0,dynamic,100.0,0.0,62552.0,150781.0,0.0,45240.0,0.0,43196.0,,,,,,,,,,,,,,,,,,,,,
2024-03-09,"MRBTS-5080,LNBTS-5080,LNCEL-3,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16952.0,dynamic,95.83333333333333,0.0,79116.0,179810.0,0.0,53958.0,0.0,47378.0,,,,,,,,,,,,,,,,,,,,,
2024-03-23,"MRBTS-5080,LNBTS-5080,LNCEL-3,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16952.0,dynamic,100.0,0.0,70758.0,178926.0,0.0,61024.0,0.0,47468.0,,,,,,,,,,,,,,,,,,,,,
2024-03-24,"MRBTS-5080,LNBTS-5080,LNCEL-3,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16952.0,dynamic,100.0,1.0,59205.0,150271.0,0.0,49974.0,0.0,41320.0,,,,,,,,,,,,,,,,,,,,,
2024-03-16,"MRBTS-5078,LNBTS-5078,LNCEL-11,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16925.0,dynamic,100.0,0.0,15962.0,65817.0,0.0,27916.0,0.0,22124.0,,,,,,,,,,,,,,,,,,,,,
2024-03-17,"MRBTS-5078,LNBTS-5078,LNCEL-11,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16925.0,dynamic,100.0,0.0,14040.0,62371.0,0.0,27831.0,0.0,20660.0,,,,,,,,,,,,,,,,,,,,,
2024-03-09,"MRBTS-5078,LNBTS-5078,LNCEL-11,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16925.0,dynamic,91.04166666666667,0.0,15170.0,53008.0,0.0,20708.0,0.0,17336.0,,,,,,,,,,,,,,,,,,,,,
2024-03-23,"MRBTS-5078,LNBTS-5078,LNCEL-11,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16925.0,dynamic,100.0,0.0,14935.0,60129.0,0.0,26249.0,0.0,19166.0,,,,,,,,,,,,,,,,,,,,,
2024-03-24,"MRBTS-5078,LNBTS-5078,LNCEL-11,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16925.0,dynamic,100.0,0.0,16977.0,58650.0,0.0,22756.0,0.0,19061.0,,,,,,,,,,,,,,,,,,,,,
2024-03-16,"MRBTS-5085,LNBTS-5085,LNCEL-2,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16927.0,dynamic,100.0,0.0,2513.0,6665.0,0.0,1957.0,0.0,2201.0,,,,,,,,,,,,,,,,,,,,,
2024-03-17,"MRBTS-5085,LNBTS-5085,LNCEL-2,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16927.0,dynamic,100.0,0.0,2323.0,5634.0,0.0,1504.0,0.0,1827.0,,,,,,,,,,,,,,,,,,,,,
2024-03-09,"MRBTS-5085,LNBTS-5085,LNCEL-2,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16927.0,dynamic,90.97222222222223,0.0,1520.0,4007.0,0.0,1307.0,0.0,1190.0,,,,,,,,,,,,,,,,,,,,,
2024-03-23,"MRBTS-5085,LNBTS-5085,LNCEL-2,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16927.0,dynamic,100.0,0.0,3248.0,15276.0,0.0,6547.0,0.0,5488.0,,,,,,,,,,,,,,,,,,,,,
2024-03-24,"MRBTS-5085,LNBTS-5085,LNCEL-2,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16927.0,dynamic,100.0,0.0,2880.0,6542.0,0.0,2557.0,0.0,1114.0,,,,,,,,,,,,,,,,,,,,,
2024-03-16,"MRBTS-5044,LNBTS-5044,LNCEL-11,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16962.0,dynamic,100.0,0.0,21985.0,111663.0,0.0,49268.0,0.0,40675.0,,,,,,,,,,,,,,,,,,,,,
2024-03-17,"MRBTS-5044,LNBTS-5044,LNCEL-11,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16962.0,dynamic,95.83333333333333,1.0,24587.0,110203.0,0.0,47770.0,0.0,37997.0,,,,,,,,,,,,,,,,,,,,,
2024-03-09,"MRBTS-5044,LNBTS-5044,LNCEL-11,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16962.0,dynamic,95.83333333333333,0.0,18648.0,99930.0,0.0,44673.0,0.0,36837.0,,,,,,,,,,,,,,,,,,,,,
2024-03-23,"MRBTS-5044,LNBTS-5044,LNCEL-11,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16962.0,dynamic,100.0,0.0,17319.0,86330.0,0.0,37564.0,0.0,31581.0,,,,,,,,,,,,,,,,,,,,,
2024-03-24,"MRBTS-5044,LNBTS-5044,LNCEL-11,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16962.0,dynamic,100.0,0.0,22336.0,113249.0,0.0,51288.0,0.0,39740.0,,,,,,,,,,,,,,,,,,,,,
2024-03-16,"MRBTS-5062,LNBTS-5062,LNCEL-21,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16957.0,dynamic,100.0,0.0,2339.0,5520.0,0.0,1564.0,0.0,1706.0,,,,,,,,,,,,,,,,,,,,,
2024-03-17,"MRBTS-5062,LNBTS-5062,LNCEL-21,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16957.0,dynamic,95.83333333333333,0.0,2427.0,4738.0,0.0,1330.0,0.0,1086.0,,,,,,,,,,,,,,,,,,,,,
2024-03-09,"MRBTS-5062,LNBTS-5062,LNCEL-21,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16957.0,dynamic,95.83333333333333,0.0,3089.0,7114.0,0.0,2039.0,0.0,2111.0,,,,,,,,,,,,,,,,,,,,,
2024-03-23,"MRBTS-5062,LNBTS-5062,LNCEL-21,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16957.0,dynamic,100.0,0.0,3641.0,6552.0,0.0,1602.0,0.0,1437.0,,,,,,,,,,,,,,,,,,,,,
2024-03-24,"MRBTS-5062,LNBTS-5062,LNCEL-21,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16957.0,dynamic,100.0,0.0,3048.0,5426.0,0.0,1438.0,0.0,1071.0,,,,,,,,,,,,,,,,,,,,,
2024-03-16,"MRBTS-5050,LNBTS-5050,LNCEL-11,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16958.0,dynamic,97.22222222222223,0.0,6361.0,9784.0,0.0,1721.0,0.0,1720.0,,,,,,,,,,,,,,,,,,,,,
2024-03-17,"MRBTS-5050,LNBTS-5050,LNCEL-11,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",16958.0,dynamic,95.83333333333333,0.0,5424.0,10380.0,0.0,2896.0,0.0,2075.0,,,,,,,,,,,,,,,,,,,,,
