functionsetid,functionsetname,functionsubsetid,functionsubsetname,supportedperiodminutes,objecttypeid,maeperformanceobjectname,objectname,counterid,countername,counterdescription,counterunit,countertype,counterprecision,timestatisticalmethod,objectstatisticalmethod,formula,visible,defaultmeasured,introducedinversion,node,applicablemode,filter,correlatedfunction,ne,timestatisticalmethod_upper,is_assessing_neighbor,is_archived,busy_hour_aggregation,busy_hour_formula,busy_hour_column
1911816222,Measurement Related to Handovers (5G),1911816298,Inter-RAT Inter-Cell E-UTRAN Handover Measurement,15/60,1911816203,?/NRCELLtoECELL:gNodeB Function Name=?! NR Cell ID=?! Mobile Country Code=?! Mobile Network Code=?! eNodeB ID=?! Cell ID=?,Measurement of Neighboring E-UTRAN Cell Performance,1911817055,N.HO.InterRAT.NCell.N2E.ExecSuccOut,,None,"UINT,4",0.0,SUM,SUM,None,True,Yes,BTS3900 5G: V100R015C10  BTS5900 5G: V100R015C10  BTS3900: V100R015C10  BTS5900: V100R015C10,BTS3900&BTS5900 V100R017C10SPC125 gNodeBFunction Performance Counter List.xlsx,N,1.0,gNodeBFunction,BTS3900!  BTS3900 5G!  BTS5900!  BTS5900 5G,SUM,1,0.0,,,
1911816218,Measurements Related to Algorithm(5G),1911816293,Intra-NR Inter-Cell Outgoing Handover Measurement,15/60,1911816200,?/NRCellRelation:gNodeB Function Name=?! NR Cell ID=?! Mobile Country Code=?! Mobile Network Code=?! Target gNodeB ID=?! Target Cell ID=?,Measurement of Neighboring NR Cell Performance,1911817859,N.NsaDc.HO.NCell.ExecSuccOut,,None,"UINT,8",0.0,SUM,SUM,None,True,Yes,BTS3900: V100R015C10  BTS5900: V100R015C10  BTS5900 5G: V100R015C10  BTS3900 5G: V100R015C10,BTS3900&BTS5900 V100R017C10SPC125 gNodeBFunction Performance Counter List.xlsx,N,1.0,gNodeBFunction,BTS3900!  BTS3900 5G!  BTS5900!  BTS5900 5G,SUM,1,0.0,,,
1911816218,Measurements Related to Algorithm(5G),1911816293,Intra-NR Inter-Cell Outgoing Handover Measurement,15/60,1911816200,?/NRCellRelation:gNodeB Function Name=?! NR Cell ID=?! Mobile Country Code=?! Mobile Network Code=?! Target gNodeB ID=?! Target Cell ID=?,Measurement of Neighboring NR Cell Performance,1911817860,N.NsaDc.HO.NCell.PrepAttOut,,None,"UINT,8",0.0,SUM,SUM,None,True,Yes,BTS3900: V100R015C10  BTS5900: V100R015C10  BTS5900 5G: V100R015C10  BTS3900 5G: V100R015C10,BTS3900&BTS5900 V100R017C10SPC125 gNodeBFunction Performance Counter List.xlsx,N,1.0,gNodeBFunction,BTS3900!  BTS3900 5G!  BTS5900!  BTS5900 5G,SUM,1,0.0,,,
1911816222,Measurement Related to Handovers (5G),1911816298,Inter-RAT Inter-Cell E-UTRAN Handover Measurement,15/60,1911816203,?/NRCELLtoECELL:gNodeB Function Name=?! NR Cell ID=?! Mobile Country Code=?! Mobile Network Code=?! eNodeB ID=?! Cell ID=?,Measurement of Neighboring E-UTRAN Cell Performance,1911820697,N.HO.InterRAT.NCell.VoiceFB.PrepAttOut,,None,"UINT,4",0.0,SUM,SUM,None,True,Yes,BTS3900: V100R016C00  BTS5900: V100R016C00  BTS5900 5G: V100R016C00  BTS3900 5G: V100R016C00,BTS3900&BTS5900 V100R017C10SPC125 gNodeBFunction Performance Counter List.xlsx,N,1.0,gNodeBFunction,BTS3900!  BTS3900 5G!  BTS5900!  BTS5900 5G,SUM,1,0.0,,,
1911816222,Measurement Related to Handovers (5G),1911816298,Inter-RAT Inter-Cell E-UTRAN Handover Measurement,15/60,1911816203,?/NRCELLtoECELL:gNodeB Function Name=?! NR Cell ID=?! Mobile Country Code=?! Mobile Network Code=?! eNodeB ID=?! Cell ID=?,Measurement of Neighboring E-UTRAN Cell Performance,1911820698,N.HO.InterRAT.NCell.VoiceFB.ExecAttOut,,None,"UINT,4",0.0,SUM,SUM,None,True,Yes,BTS3900: V100R016C00  BTS5900: V100R016C00  BTS5900 5G: V100R016C00  BTS3900 5G: V100R016C00,BTS3900&BTS5900 V100R017C10SPC125 gNodeBFunction Performance Counter List.xlsx,N,1.0,gNodeBFunction,BTS3900!  BTS3900 5G!  BTS5900!  BTS5900 5G,SUM,1,0.0,,,
1911816222,Measurement Related to Handovers (5G),1911816298,Inter-RAT Inter-Cell E-UTRAN Handover Measurement,15/60,1911816203,?/NRCELLtoECELL:gNodeB Function Name=?! NR Cell ID=?! Mobile Country Code=?! Mobile Network Code=?! eNodeB ID=?! Cell ID=?,Measurement of Neighboring E-UTRAN Cell Performance,1911820699,N.HO.InterRAT.NCell.VoiceFB.ExecSuccOut,,None,"UINT,4",0.0,SUM,SUM,None,True,Yes,BTS3900: V100R016C00  BTS5900: V100R016C00  BTS5900 5G: V100R016C00  BTS3900 5G: V100R016C00,BTS3900&BTS5900 V100R017C10SPC125 gNodeBFunction Performance Counter List.xlsx,N,1.0,gNodeBFunction,BTS3900!  BTS3900 5G!  BTS5900!  BTS5900 5G,SUM,1,0.0,,,
1911816218,Measurements Related to Algorithm(5G),1911816739,Intra-RAT Inter-Cell Incoming Handover Measurement,15/60,1911816200,?/NRCellRelation:gNodeB Function Name=?! NR Cell ID=?! Mobile Country Code=?! Mobile Network Code=?! Target gNodeB ID=?! Target Cell ID=?,Measurement of Neighboring NR Cell Performance,1911825092,N.HO.NCell.ExecSuccIn,,None,"UINT,4",0.0,SUM,SUM,None,True,Yes,BTS5900 5G: V100R017C00  BTS5900: V100R017C00  BTS3900 5G: V100R017C00  BTS3900: V100R017C00,BTS3900&BTS5900 V100R017C10SPC125 gNodeBFunction Performance Counter List.xlsx,N,1.0,gNodeBFunction,BTS3900!  BTS3900 5G!  BTS5900!  BTS5900 5G,SUM,1,0.0,,,
1911816218,Measurements Related to Algorithm(5G),1911816739,Intra-RAT Inter-Cell Incoming Handover Measurement,15/60,1911816200,?/NRCellRelation:gNodeB Function Name=?! NR Cell ID=?! Mobile Country Code=?! Mobile Network Code=?! Target gNodeB ID=?! Target Cell ID=?,Measurement of Neighboring NR Cell Performance,1911825093,N.HO.NCell.ExecAttIn,,None,"UINT,4",0.0,SUM,SUM,None,True,Yes,BTS5900 5G: V100R017C00  BTS5900: V100R017C00  BTS3900 5G: V100R017C00  BTS3900: V100R017C00,BTS3900&BTS5900 V100R017C10SPC125 gNodeBFunction Performance Counter List.xlsx,N,1.0,gNodeBFunction,BTS3900!  BTS3900 5G!  BTS5900!  BTS5900 5G,SUM,1,0.0,,,
1911816218,Measurements Related to Algorithm(5G),1911816739,Intra-RAT Inter-Cell Incoming Handover Measurement,15/60,1911816200,?/NRCellRelation:gNodeB Function Name=?! NR Cell ID=?! Mobile Country Code=?! Mobile Network Code=?! Target gNodeB ID=?! Target Cell ID=?,Measurement of Neighboring NR Cell Performance,1911825094,N.HO.NCell.PrepAttIn,,None,"UINT,4",0.0,SUM,SUM,None,True,Yes,BTS5900 5G: V100R017C00  BTS5900: V100R017C00  BTS3900 5G: V100R017C00  BTS3900: V100R017C00,BTS3900&BTS5900 V100R017C10SPC125 gNodeBFunction Performance Counter List.xlsx,N,1.0,gNodeBFunction,BTS3900!  BTS3900 5G!  BTS5900!  BTS5900 5G,SUM,1,0.0,,,
67109373,Measurements Related to Inter-RAT Handover,67109394,UMTS Cell-to-GSM Cell Handover Measurement,15/60/1440,67108978,?/UCELL_GCELL:Label=?! CellID=?! LogicRNCID=?/MCC:?/MNC:?:?:?,Measurement of UMTS Cell-to-GSM Cell Handover Performance,67189907,VS.IRATHO.FailOutCS.UEFail.GCell,Number of Failed CS Inter-RAT HandoversBetween Neighboring Cells Due to UE Fault,None,"UINT,8",0.0,SUM,SUM,None,True,No,BSC6910,BSC6910 GU V100R023C10SPC500 Performance Counter List.xlsx,U,1.0,,,SUM,1,0.0,,,
67109373,Measurements Related to Inter-RAT Handover,67109394,UMTS Cell-to-GSM Cell Handover Measurement,15/60/1440,67108978,?/UCELL_GCELL:Label=?! CellID=?! LogicRNCID=?/MCC:?/MNC:?:?:?,Measurement of UMTS Cell-to-GSM Cell Handover Performance,67189908,VS.IRATHO.FaiOutPSUTRAN.UEFail.GCell,Number of Failed PS Inter-RAT Handovers Between Neighboring Cells Due to UE Fault,None,"UINT,8",0.0,SUM,SUM,None,True,No,BSC6910,BSC6910 GU V100R023C10SPC500 Performance Counter List.xlsx,U,1.0,,,SUM,1,0.0,,,
1911816222,Measurement Related to Handovers (5G),1911816298,Inter-RAT Inter-Cell E-UTRAN Handover Measurement,15/60,1911816203,?/NRCELLtoECELL:gNodeB Function Name=?! NR Cell ID=?! Mobile Country Code=?! Mobile Network Code=?! eNodeB ID=?! Cell ID=?,Measurement of Neighboring E-UTRAN Cell Performance,1911829275,N.HO.InterRAT.NCell.N2E.ExecSuccOut.Voice,,None,"UINT,4",0.0,SUM,SUM,None,True,Yes,BTS5900 5G: V100R017C10  BTS5900: V100R017C10  BTS3900 5G: V100R017C10  BTS3900: V100R017C10,BTS3900&BTS5900 V100R017C10SPC125 gNodeBFunction Performance Counter List.xlsx,"N-TDD-FR1, N-FDD",1.0,gNodeBFunction,BTS3900!  BTS3900 5G!  BTS5900!  BTS5900 5G,SUM,1,0.0,,,
1911816222,Measurement Related to Handovers (5G),1911816298,Inter-RAT Inter-Cell E-UTRAN Handover Measurement,15/60,1911816203,?/NRCELLtoECELL:gNodeB Function Name=?! NR Cell ID=?! Mobile Country Code=?! Mobile Network Code=?! eNodeB ID=?! Cell ID=?,Measurement of Neighboring E-UTRAN Cell Performance,1911829276,N.HO.InterRAT.NCell.N2E.ExecAttOut.Voice,,None,"UINT,4",0.0,SUM,SUM,None,True,Yes,BTS5900 5G: V100R017C10  BTS5900: V100R017C10  BTS3900 5G: V100R017C10  BTS3900: V100R017C10,BTS3900&BTS5900 V100R017C10SPC125 gNodeBFunction Performance Counter List.xlsx,"N-TDD-FR1, N-FDD",1.0,gNodeBFunction,BTS3900!  BTS3900 5G!  BTS5900!  BTS5900 5G,SUM,1,0.0,,,
1911816222,Measurement Related to Handovers (5G),1911816298,Inter-RAT Inter-Cell E-UTRAN Handover Measurement,15/60,1911816203,?/NRCELLtoECELL:gNodeB Function Name=?! NR Cell ID=?! Mobile Country Code=?! Mobile Network Code=?! eNodeB ID=?! Cell ID=?,Measurement of Neighboring E-UTRAN Cell Performance,1911829277,N.HO.InterRAT.NCell.N2E.PrepAttOut.Voice,,None,"UINT,4",0.0,SUM,SUM,None,True,Yes,BTS5900 5G: V100R017C10  BTS5900: V100R017C10  BTS3900 5G: V100R017C10  BTS3900: V100R017C10,BTS3900&BTS5900 V100R017C10SPC125 gNodeBFunction Performance Counter List.xlsx,"N-TDD-FR1, N-FDD",1.0,gNodeBFunction,BTS3900!  BTS3900 5G!  BTS5900!  BTS5900 5G,SUM,1,0.0,,,
67109373,Measurements Related to Inter-RAT Handover,67109394,UMTS Cell-to-GSM Cell Handover Measurement,15/60/1440,67108978,?/UCELL_GCELL:Label=?! CellID=?! LogicRNCID=?/MCC:?/MNC:?:?:?,Measurement of UMTS Cell-to-GSM Cell Handover Performance,73394034,VS.IRATHO.AttRelocPrepOutCS.GCell,Number of CS Outgoing Inter-RAT Handover Preparation Attempts,None,"UINT,8",0.0,SUM,SUM,None,True,No,BSC6910,BSC6910 GU V100R023C10SPC500 Performance Counter List.xlsx,U,1.0,,,SUM,1,0.0,,,
67109373,Measurements Related to Inter-RAT Handover,67109394,UMTS Cell-to-GSM Cell Handover Measurement,15/60/1440,67108978,?/UCELL_GCELL:Label=?! CellID=?! LogicRNCID=?/MCC:?/MNC:?:?:?,Measurement of UMTS Cell-to-GSM Cell Handover Performance,73394035,VS.IRATHO.AttRelocPrepOutCS.DR.GCell,Number of CS Outgoing Inter-RAT Handover Preparation Attempts (Directed retry),None,"UINT,8",0.0,SUM,SUM,None,True,No,BSC6910,BSC6910 GU V100R023C10SPC500 Performance Counter List.xlsx,U,1.0,,,SUM,1,0.0,,,
1911816218,Measurements Related to Algorithm(5G),1911816851,Intra-NR Inter-Cell Outgoing Handover Measurement per Operator,15/60,1911816236,?/NRCellRelation.Operator:gNodeB Function Name=?! Cell ID=?! Mobile Country Code=?! Mobile Network Code=?! NR Cell ID=?! Operator ID=?! gNodeB ID=?,Measurement of Operator Neighboring NR Cell Performance,1911829546,N.HO.NCell.PrepAttOut.PLMN,,None,"UINT,4",0.0,SUM,SUM,None,True,No,BTS5900 5G: V100R017C10  BTS5900: V100R017C10  BTS3900 5G: V100R017C10  BTS3900: V100R017C10,BTS3900&BTS5900 V100R017C10SPC125 gNodeBFunction Performance Counter List.xlsx,N,1.0,gNodeBFunction,BTS3900!  BTS3900 5G!  BTS5900!  BTS5900 5G,SUM,1,0.0,,,
1911816218,Measurements Related to Algorithm(5G),1911816851,Intra-NR Inter-Cell Outgoing Handover Measurement per Operator,15/60,1911816236,?/NRCellRelation.Operator:gNodeB Function Name=?! Cell ID=?! Mobile Country Code=?! Mobile Network Code=?! NR Cell ID=?! Operator ID=?! gNodeB ID=?,Measurement of Operator Neighboring NR Cell Performance,1911829547,N.HO.NCell.ExecSuccOut.PLMN,,None,"UINT,4",0.0,SUM,SUM,None,True,No,BTS5900 5G: V100R017C10  BTS5900: V100R017C10  BTS3900 5G: V100R017C10  BTS3900: V100R017C10,BTS3900&BTS5900 V100R017C10SPC125 gNodeBFunction Performance Counter List.xlsx,N,1.0,gNodeBFunction,BTS3900!  BTS3900 5G!  BTS5900!  BTS5900 5G,SUM,1,0.0,,,
1911816218,Measurements Related to Algorithm(5G),1911816851,Intra-NR Inter-Cell Outgoing Handover Measurement per Operator,15/60,1911816236,?/NRCellRelation.Operator:gNodeB Function Name=?! Cell ID=?! Mobile Country Code=?! Mobile Network Code=?! NR Cell ID=?! Operator ID=?! gNodeB ID=?,Measurement of Operator Neighboring NR Cell Performance,1911829548,N.HO.NCell.ExecAttOut.PLMN,,None,"UINT,4",0.0,SUM,SUM,None,True,No,BTS5900 5G: V100R017C10  BTS5900: V100R017C10  BTS3900 5G: V100R017C10  BTS3900: V100R017C10,BTS3900&BTS5900 V100R017C10SPC125 gNodeBFunction Performance Counter List.xlsx,N,1.0,gNodeBFunction,BTS3900!  BTS3900 5G!  BTS5900!  BTS5900 5G,SUM,1,0.0,,,
67109373,Measurements Related to Inter-RAT Handover,67109394,UMTS Cell-to-GSM Cell Handover Measurement,15/60/1440,67108978,?/UCELL_GCELL:Label=?! CellID=?! LogicRNCID=?/MCC:?/MNC:?:?:?,Measurement of UMTS Cell-to-GSM Cell Handover Performance,73394038,VS.IRATHO.FailRelocPrepOutCS.TAlExp.GCell,Number of Failed CS Outgoing Inter-RAT Handover Preparations (TRELOCalloc expiry),None,"UINT,8",0.0,SUM,SUM,None,True,No,BSC6910,BSC6910 GU V100R023C10SPC500 Performance Counter List.xlsx,U,1.0,,,SUM,1,0.0,,,
67109373,Measurements Related to Inter-RAT Handover,67109394,UMTS Cell-to-GSM Cell Handover Measurement,15/60/1440,67108978,?/UCELL_GCELL:Label=?! CellID=?! LogicRNCID=?/MCC:?/MNC:?:?:?,Measurement of UMTS Cell-to-GSM Cell Handover Performance,67183495,VS.IRATHO.AttOutCS.GCell,Number of CS Inter-RAT Outgoing Handover Attempts Between Neighboring Cells,None,"UINT,8",0.0,SUM,SUM,None,True,No,BSC6910,BSC6910 GU V100R023C10SPC500 Performance Counter List.xlsx,U,1.0,,,SUM,1,0.0,,,
67109373,Measurements Related to Inter-RAT Handover,67109394,UMTS Cell-to-GSM Cell Handover Measurement,15/60/1440,67108978,?/UCELL_GCELL:Label=?! CellID=?! LogicRNCID=?/MCC:?/MNC:?:?:?,Measurement of UMTS Cell-to-GSM Cell Handover Performance,67183496,VS.IRATHO.SuccOutCS.GCell,Number of Successful CS Inter-RAT Outgoing Handovers Between Neighboring Cells,None,"UINT,8",0.0,SUM,SUM,None,True,No,BSC6910,BSC6910 GU V100R023C10SPC500 Performance Counter List.xlsx,U,1.0,,,SUM,1,0.0,,,
67109373,Measurements Related to Inter-RAT Handover,67109394,UMTS Cell-to-GSM Cell Handover Measurement,15/60/1440,67108978,?/UCELL_GCELL:Label=?! CellID=?! LogicRNCID=?/MCC:?/MNC:?:?:?,Measurement of UMTS Cell-to-GSM Cell Handover Performance,67183497,VS.IRATHO.AttOutPSUTRAN.GCell,Number of PS Inter-RAT Outgoing Handover Attempts Between Neighboring Cells,None,"UINT,8",0.0,SUM,SUM,None,True,No,BSC6910,BSC6910 GU V100R023C10SPC500 Performance Counter List.xlsx,U,1.0,,,SUM,1,0.0,,,
67109373,Measurements Related to Inter-RAT Handover,67109394,UMTS Cell-to-GSM Cell Handover Measurement,15/60/1440,67108978,?/UCELL_GCELL:Label=?! CellID=?! LogicRNCID=?/MCC:?/MNC:?:?:?,Measurement of UMTS Cell-to-GSM Cell Handover Performance,67183498,VS.IRATHO.SuccOutPSUTRAN.GCell,Number of Successful PS Inter-RAT Outgoing Handovers Between Neighboring Cells,None,"UINT,8",0.0,SUM,SUM,None,True,No,BSC6910,BSC6910 GU V100R023C10SPC500 Performance Counter List.xlsx,U,1.0,,,SUM,1,0.0,,,
67109378,Measurements Related to Neighboring Cell,67109395,UMTS Cell-to-UMTS Cell Handover Measurement,15/60/1440,67108979,?/UCELL_NCELL:Label=?! CellID=?! LogicRNCID=?/RNC:?/DEST Cell ID:?,Measurement of UMTS Cell-to-UMTS Cell Handover Performance,67183491,VS.SHO.AddRLAtt.NCell,Number of RL Addition Attempts in Soft Handover Between Neighboring Cells,None,"UINT,8",0.0,SUM,SUM,None,True,No,BSC6910,BSC6910 GU V100R023C10SPC500 Performance Counter List.xlsx,U,1.0,,,SUM,1,0.0,,,
67109378,Measurements Related to Neighboring Cell,67109395,UMTS Cell-to-UMTS Cell Handover Measurement,15/60/1440,67108979,?/UCELL_NCELL:Label=?! CellID=?! LogicRNCID=?/RNC:?/DEST Cell ID:?,Measurement of UMTS Cell-to-UMTS Cell Handover Performance,67183492,VS.SHO.AddRLSucc.NCell,Number of Successful RL Additions in Soft Handover Between Neighboring Cells,None,"UINT,8",0.0,SUM,SUM,None,True,No,BSC6910,BSC6910 GU V100R023C10SPC500 Performance Counter List.xlsx,U,1.0,,,SUM,1,0.0,,,
1275069423,Measurements Related to Call,1290823527,GSM Cell-to-WCDMA Cell Handover Measurement,15/60/1440,1290795173,?/GCELL_UCELL:LABEL=?! CellIndex=?! CGI=?/FREQUENCY:?/SCRAME:?,Measurement of Neighboring UMTS Cell Performance,1282448458,CELL.UCELL.INTERRAN.OUTCELL.HO.CMD,ST514:Number of GSM-WCDMA Outgoing Inter-RAT Inter-Cell Handover Commands,None,"UINT,8",0.0,SUM,SUM,None,True,No,BSC6910,BSC6910 GU V100R023C10SPC500 Performance Counter List.xlsx,G,1.0,,,SUM,1,0.0,,,
67109369,Measurements Related to GTP-U,67109400,GTP-U Measurement,15/60/1440,67108966,?/GTPU:?,Measurement of GTP-U Performance,67178509,VS.GTPU.Pkt.Tx,Number of UL Packets Sent by GTP-U,packet,"UINT,8",0.0,SUM,SUM,None,True,No,BSC6910,BSC6910 GU V100R023C10SPC500 Performance Counter List.xlsx,U,1.0,,,SUM,0,0.0,,,
67109365,Measurements related to Algorithm,82864408,Reserve Counter <per RNC>,15/60/1440,67108964,?/BSC6910GUFunction:RNC ID=?,Measurement of RNC Performance,73453653,VS.Reserved.Counter10,Reserved counter10,None,"UINT,8",0.0,SUM,SUM,None,True,No,BSC6910,BSC6910 GU V100R023C10SPC500 Performance Counter List.xlsx,U,1.0,,,SUM,0,0.0,,,
67109365,Measurements related to Algorithm,82864408,Reserve Counter <per RNC>,15/60/1440,67108964,?/BSC6910GUFunction:RNC ID=?,Measurement of RNC Performance,73453654,VS.Reserved.Counter11,Reserved counter11,None,"UINT,8",0.0,SUM,SUM,None,True,No,BSC6910,BSC6910 GU V100R023C10SPC500 Performance Counter List.xlsx,U,1.0,,,SUM,0,0.0,,,
67109365,Measurements related to Algorithm,82864408,Reserve Counter <per RNC>,15/60/1440,67108964,?/BSC6910GUFunction:RNC ID=?,Measurement of RNC Performance,73453655,VS.Reserved.Counter12,Reserved counter12,None,"UINT,8",0.0,SUM,SUM,None,True,No,BSC6910,BSC6910 GU V100R023C10SPC500 Performance Counter List.xlsx,U,1.0,,,SUM,0,0.0,,,
1275069438,Measurements Related to PS,1275073218,Packet User Measurement <per BSC>,15/60/1440,1275069420,?/BSC:?,Measurement of BSC Performance,1279870419,BSC.EGPRS.USERS,S9403:On-Line EGPRS Users per BSC,None,"UINT,8",0.0,SUM,SUM,None,True,No,BSC6910,BSC6910 GU V100R023C10SPC500 Performance Counter List.xlsx,G,1.0,,,SUM,0,0.0,,,
67109385,Measurements related to Radio Resource Control,67109365,RRC Connection Setup Measurement <per Cell>,15/60/1440,67108972,?/BSC6910UCell:Label=?! CellID=?! LogicRNCID=?,Measurement of Cell Performance,73423485,VS.EcNo.Cum.TP0,TP0Cum,None,"UINT,8",0.0,SUM,SUM,None,False,No,BSC6910,BSC6910 GU V100R023C10SPC500 Performance Counter List.xlsx,U,,,,SUM,0,0.0,,,
67109369,Measurements Related to GTP-U,67109400,GTP-U Measurement,15/60/1440,67108966,?/GTPU:?,Measurement of GTP-U Performance,73424012,VS.GTPU.EchoRsp.Tx,Number of Echo Response Packets Sent by the GTP-U,packet,"UINT,8",0.0,SUM,SUM,None,True,No,BSC6910,BSC6910 GU V100R023C10SPC500 Performance Counter List.xlsx,U,1.0,,,SUM,0,0.0,,,
67109389,Measurements Related to Traffic,67109460,Traffic Measurement <per RNC>,15/60/1440,67108964,?/BSC6910GUFunction:RNC ID=?,Measurement of RNC Performance,73448337,VS.PS.UL.Traffic.PDCP.RNC,UL PS Traffic for RNC,byte,"UINT,8",0.0,SUM,SUM,None,True,No,BSC6910,BSC6910 GU V100R023C10SPC500 Performance Counter List.xlsx,U,1.0,,,SUM,0,0.0,,,
67109391,Measurements Related to Transport Layer Link,67109457,IPoA Link Measurement,15/60/1440,67109001,?/IPOALNK:IP=?! PEERIP=?,Measurement of IPoA Link Performance,67204471,VS.IPOALNK.PEAK.RXRATE,Maximum Receive Rate of an IPoA Link,kbit/s,"Float,8",3.0,MAX,None,None,True,No,BSC6910,BSC6910 GU V100R023C10SPC500 Performance Counter List.xlsx,U,1.0,,,MAX,0,0.0,,,
67109389,Measurements Related to Traffic,67109387,Traffic Measurement <per Cell>,15/60/1440,67108972,?/BSC6910UCell:Label=?! CellID=?! LogicRNCID=?,Measurement of Cell Performance,67189783,VS.CcchSrbKbps.Dl.Volume,Number of DL Signaling Bits on CCCH for Cell,bit,"UINT,8",0.0,SUM,SUM,None,False,No,BSC6910,BSC6910 GU V100R023C10SPC500 Performance Counter List.xlsx,U,,,,SUM,0,0.0,,,
67109390,Measurements Related to Transport Layer Signaling,67109419,QAAL2 Measurement,15/60/1440,67108977,?/ANI_QAAL2:Label=?! ANI=?,Measurement of QAAL2 Adjacent Node Performance,67190066,VS.QAAL2.Est.RLC.RecovOut.Tx,Number of RLC Messages Sent by QAAL2 Due to Timer Expiry,None,"UINT,8",0.0,SUM,None,None,True,No,BSC6910,BSC6910 GU V100R023C10SPC500 Performance Counter List.xlsx,U,1.0,,,SUM,0,0.0,,,
67109380,Measurements Related to Radio Access Bearer,67109426,PS RAB Setup Measurement <per RNC>,15/60/1440,67108964,?/BSC6910GUFunction:RNC ID=?,Measurement of RNC Performance,67174814,VS.RAB.EstabPS.CellFACH.Sample,Number of Samples of Duration of PS RAB Establishments Mapped on CCH for RNC,None,"UINT,8",0.0,SUM,SUM,None,False,No,BSC6910,BSC6910 GU V100R023C10SPC500 Performance Counter List.xlsx,U,1.0,,,SUM,0,0.0,,,
67109380,Measurements Related to Radio Access Bearer,67109426,PS RAB Setup Measurement <per RNC>,15/60/1440,67108964,?/BSC6910GUFunction:RNC ID=?,Measurement of RNC Performance,67174815,VS.RAB.AttEstabPS.Conv.0.32.RNC,"Number of PS Conversational RAB Establishment Attempts for RNC (Max DL Bit Rate in [0,32]kbit/s)",None,"UINT,8",0.0,SUM,SUM,None,True,Yes,BSC6910,BSC6910 GU V100R023C10SPC500 Performance Counter List.xlsx,U,1.0,,,SUM,0,0.0,,,
67109374,Measurements Related to Iur Interface,67109412,DRNC Measurement per Iur Interface,15/60/1440,67108969,?/IUR:RNCID=?! LogicRNCID=?,Measurement of Iur Interface Performance,67179114,VS.SHO.RLFail.OM.Tx,Number of Radio Link Failures on Iur Interface for DRNC (OM Intervention),None,"UINT,8",0.0,SUM,SUM,None,True,No,BSC6910,BSC6910 GU V100R023C10SPC500 Performance Counter List.xlsx,U,1.0,,,SUM,0,0.0,,,
67109391,Measurements Related to Transport Layer Link,67109469,SCTP IP Measurement,15/60/1440,67109007,?/SCTPLNK:SCTP Link ID=?,Measurement of SCTP Link Performance,67191617,VS.SCTP.TX.MAXPKGNUM,T6009:Maximum Number of IP Packets Transmitted on the SCTP Link,packet,"UINT,8",0.0,MAX,None,None,True,No,BSC6910,BSC6910 GU V100R023C10SPC500 Performance Counter List.xlsx,"G,U",1.0,,,MAX,0,0.0,,,
67109390,Measurements Related to Transport Layer Signaling,67109468,SCTP Link Measurement,15/60/1440,67109007,?/SCTPLNK:SCTP Link ID=?,Measurement of SCTP Link Performance,67191619,VS.SCTP.CONGESTION.INTERVAL,T6012:Congestion Duration of the SCTP Link,s,"UINT,8",0.0,SUM,None,None,True,No,BSC6910,BSC6910 GU V100R023C10SPC500 Performance Counter List.xlsx,"G,U",1.0,,,SUM,0,0.0,,,
67109374,Measurements Related to Iur Interface,67109412,DRNC Measurement per Iur Interface,15/60/1440,67108969,?/IUR:RNCID=?! LogicRNCID=?,Measurement of Iur Interface Performance,67179115,VS.SHO.RLFail.HW.Tx,Number of Radio Link Failures on Iur Interface for DRNC (Device Fault),None,"UINT,8",0.0,SUM,SUM,None,True,No,BSC6910,BSC6910 GU V100R023C10SPC500 Performance Counter List.xlsx,U,1.0,,,SUM,0,0.0,,,
67109391,Measurements Related to Transport Layer Link,67109403,IMA Link Measurement,15/60/1440,67108996,?/IMALNK:SRN=?! SN=?! IMALNKN=?,Measurement of IMA Link Performance,67194033,VS.IMALNK.TXUSERCELLS,Number of User Cells Transmitted on an IMA Link,None,"UINT,8",0.0,SUM,None,None,True,No,BSC6910,BSC6910 GU V100R023C10SPC500 Performance Counter List.xlsx,U,1.0,,,SUM,0,0.0,,,
67109380,Measurements Related to Radio Access Bearer,67109426,PS RAB Setup Measurement <per RNC>,15/60/1440,67108964,?/BSC6910GUFunction:RNC ID=?,Measurement of RNC Performance,67174816,VS.RAB.AttEstabPS.Conv.Mor32.RNC,Number of PS Conversational RAB Establishment Attempts for RNC (Max DL Bit Rate More Than 32kbit/s),None,"UINT,8",0.0,SUM,SUM,None,True,Yes,BSC6910,BSC6910 GU V100R023C10SPC500 Performance Counter List.xlsx,U,1.0,,,SUM,0,0.0,,,
67109380,Measurements Related to Radio Access Bearer,67109426,PS RAB Setup Measurement <per RNC>,15/60/1440,67108964,?/BSC6910GUFunction:RNC ID=?,Measurement of RNC Performance,67174817,VS.RAB.AttEstabPS.Str.0.32.RNC,"Number of PS Streaming RAB Establishment Attempts for RNC (Max DL Bit Rate in [0,32]kbit/s)",None,"UINT,8",0.0,SUM,SUM,None,True,Yes,BSC6910,BSC6910 GU V100R023C10SPC500 Performance Counter List.xlsx,U,1.0,,,SUM,0,0.0,,,
