begintime,ne_name,4G Traffic ,sum_L.Thrp.bits.DL,sum_PDCP_SDU_VOL_DL,contribution,count,target_without_worst_nes
2022-02-08,"4G_PORTLOKO_SLMINING/Cell:eNodeB Function Name=4G_PORTLOKO_SLMINING, Local Cell ID=2, Cell Name=4G_PORTLOKO_SLMINING-2, eNodeB ID=5105, Cell FDD TDD indication=CELL_FDD",0.0,0.0,0,0.0,1,21049330.970692
2022-02-08,"4G_BONTHE/Cell:eNodeB Function Name=4G_BONTHE, Local Cell ID=3, Cell Name=4G_BONTHE-3, eNodeB ID=5128, Cell FDD TDD indication=CELL_FDD",0.93,7440664.0,0,4.418192679353486e-08,2,21049330.040609
2022-02-08,"4G_SUMBUYA/Cell:eNodeB Function Name=4G_SUMBUYA, Local Cell ID=1, Cell Name=4G_SUMBUYA-1, eNodeB ID=5126, Cell FDD TDD indication=CELL_FDD",43.689,349514544.0,0,2.0755529028846714e-06,3,21049286.351291
2022-02-08,"4G_TIHUN/Cell:eNodeB Function Name=4G_TIHUN, Local Cell ID=1, Cell Name=4G_TIHUN-1, eNodeB ID=5101, Cell FDD TDD indication=CELL_FDD",47.304,378428496.0,0,2.247292328001476e-06,4,21049239.047729
2022-02-08,"4G_BONTHE/Cell:eNodeB Function Name=4G_BONTHE, Local Cell ID=1, Cell Name=4G_BONTHE-1, eNodeB ID=5128, Cell FDD TDD indication=CELL_FDD",109.137,873093784.0,0,5.1848203703935636e-06,5,21049129.911006
2022-02-08,"4G_BAOMAHUN/Cell:eNodeB Function Name=4G_BAOMAHUN, Local Cell ID=3, Cell Name=4G_BAOMAHUN-3, eNodeB ID=5106, Cell FDD TDD indication=CELL_FDD",305.831,2446648408.0,0,1.4529250379778021e-05,6,21048824.079955
2022-02-08,"4G_BAOMAHUN/Cell:eNodeB Function Name=4G_BAOMAHUN, Local Cell ID=2, Cell Name=4G_BAOMAHUN-2, eNodeB ID=5106, Cell FDD TDD indication=CELL_FDD",587.209,4697674744.0,0,2.7896801129575065e-05,7,21048236.870612
2022-02-08,"4G_SUMBUYA/Cell:eNodeB Function Name=4G_SUMBUYA, Local Cell ID=2, Cell Name=4G_SUMBUYA-2, eNodeB ID=5126, Cell FDD TDD indication=CELL_FDD",606.679,4853429152.0,0,2.8821771145349393e-05,8,21047630.191968
2022-02-08,"4G_BARMOI/Cell:eNodeB Function Name=4G_BARMOI, Local Cell ID=1, Cell Name=4G_BARMOI-1, eNodeB ID=5129, Cell FDD TDD indication=CELL_FDD",868.631,6949051928.0,0,4.126644220709137e-05,9,21046761.560477
2022-02-08,"4G_MARAMPA/Cell:eNodeB Function Name=4G_MARAMPA, Local Cell ID=1, Cell Name=4G_MARAMPA-1, eNodeB ID=5107, Cell FDD TDD indication=CELL_FDD",1803.706,14429651208.0,0,8.568946930006407e-05,10,21044957.854076
2022-02-08,"4G_KENEMA_ENTRANCE/Cell:eNodeB Function Name=4G_KENEMA_ENTRANCE, Local Cell ID=3, Cell Name=4G_KENEMA_ENTRANCE-3, eNodeB ID=5075, Cell FDD TDD indication=CELL_FDD",1858.743,14869940992.0,0,8.83041367247262e-05,11,21043099.111452
2022-02-08,"4G_PENDUMA_DOVEFACTORY/Cell:eNodeB Function Name=4G_PENDUMA_DOVEFACTORY, Local Cell ID=3, Cell Name=4G_PENDUMA_DOVEFACTORY-3, eNodeB ID=5114, Cell FDD TDD indication=CELL_FDD",2140.571,17124564480.0,0,0.00010169306582619752,12,21040958.540892
2022-02-08,"4G_MOKABA/Cell:eNodeB Function Name=4G_MOKABA, Local Cell ID=2, Cell Name=4G_MOKABA-2, eNodeB ID=5100, Cell FDD TDD indication=CELL_FDD",3039.727,24317819776.0,0,0.0001444096728885283,13,21037918.81342
2022-02-08,"4G_MOKABA/Cell:eNodeB Function Name=4G_MOKABA, Local Cell ID=1, Cell Name=4G_MOKABA-1, eNodeB ID=5100, Cell FDD TDD indication=CELL_FDD",3268.728,26149824248.0,0,0.00015528892602578238,14,21034650.085389
2022-02-08,"4G_MOKABA/Cell:eNodeB Function Name=4G_MOKABA, Local Cell ID=3, Cell Name=4G_MOKABA-3, eNodeB ID=5100, Cell FDD TDD indication=CELL_FDD",3603.799,28830394976.0,0,0.00017120729418990767,15,21031046.286017
2022-02-08,"4G_FBC/Cell:eNodeB Function Name=4G_FBC, Local Cell ID=2, Cell Name=4G_FBC-2, eNodeB ID=5026, Cell FDD TDD indication=CELL_FDD",3675.137,29401099464.0,0,0.00017459638052710896,16,21027371.148584
2022-02-08,"4G_SPURROAD_II/Cell:eNodeB Function Name=4G_SPURROAD_II, Local Cell ID=7, Cell Name=4G_SPURROAD_II-7, eNodeB ID=5001, Cell FDD TDD indication=CELL_FDD",3707.392,29659138368.0,0,0.00017612873326767396,17,21023663.756288
2022-02-08,"4G_BONTHE/Cell:eNodeB Function Name=4G_BONTHE, Local Cell ID=2, Cell Name=4G_BONTHE-2, eNodeB ID=5128, Cell FDD TDD indication=CELL_FDD",3869.31,30954476936.0,0,0.0001838210442596692,18,21019794.446671
2022-02-08,"4G_RUTILE_II/Cell:eNodeB Function Name=4G_RUTILE_II, Local Cell ID=3, Cell Name=4G_RUTILE_II-3, eNodeB ID=5048, Cell FDD TDD indication=CELL_FDD",4287.078,34296620976.0,0,0.00020366813586470306,19,21015507.369049
2022-02-08,"4G_MAKENISOS_RELIEF/Cell:eNodeB Function Name=4G_MAKENISOS_RELIEF, Local Cell ID=2, Cell Name=4G_MAKENISOS_RELIEF-2, eNodeB ID=5131, Cell FDD TDD indication=CELL_FDD",4624.365,36994921104.0,0,0.0002196917805339622,20,21010883.003911
2022-02-08,"4G_SUSSEX_II/Cell:eNodeB Function Name=4G_SUSSEX_II, Local Cell ID=2, Cell Name=4G_SUSSEX_II-2, eNodeB ID=5074, Cell FDD TDD indication=CELL_FDD",4971.304,39770431992.0,0,0.00023617396709291078,21,21005911.699912
2022-02-08,"4G_PORTLOKO_II/Cell:eNodeB Function Name=4G_PORTLOKO_II, Local Cell ID=2, Cell Name=4G_PORTLOKO_II-2, eNodeB ID=5049, Cell FDD TDD indication=CELL_FDD",5740.527,45924218648.0,0,0.0002727177888928068,22,21000171.172581
2022-02-08,"4G_KENEMA_ENTRANCE/Cell:eNodeB Function Name=4G_KENEMA_ENTRANCE, Local Cell ID=1, Cell Name=4G_KENEMA_ENTRANCE-1, eNodeB ID=5075, Cell FDD TDD indication=CELL_FDD",6169.267,49354138256.0,0,0.00029308613221910797,23,20994001.905299
2022-02-08,"4G_MOBIMBI/Cell:eNodeB Function Name=4G_MOBIMBI, Local Cell ID=1, Cell Name=4G_MOBIMBI-1, eNodeB ID=5099, Cell FDD TDD indication=CELL_FDD",6816.466,54531731424.0,0,0.0003238329051641069,24,20987185.438871
2022-02-08,"4G_SPURROADMILITARY/Cell:eNodeB Function Name=4G_SPURROADMILITARY, Local Cell ID=1, Cell Name=4G_SPURROADMILITARY-1, eNodeB ID=5067, Cell FDD TDD indication=CELL_FDD",7620.262,60962099960.0,0,0.00036201920196941455,25,20979565.176376
2022-02-08,"4G_PENDUMA_DOVEFACTORY/Cell:eNodeB Function Name=4G_PENDUMA_DOVEFACTORY, Local Cell ID=2, Cell Name=4G_PENDUMA_DOVEFACTORY-2, eNodeB ID=5114, Cell FDD TDD indication=CELL_FDD",7850.52,62804157600.0,0,0.0003729581719690121,26,20971714.656676
2022-02-08,"4G_SPURROADMILITARY/Cell:eNodeB Function Name=4G_SPURROADMILITARY, Local Cell ID=12, Cell Name=4G_SPURROADMILITARY-21, eNodeB ID=5067, Cell FDD TDD indication=CELL_TDD",8198.308,65586465584.0,0,0.0003894806923514529,27,20963516.348478
2022-02-08,"4G_MOBIMBI/Cell:eNodeB Function Name=4G_MOBIMBI, Local Cell ID=3, Cell Name=4G_MOBIMBI-3, eNodeB ID=5099, Cell FDD TDD indication=CELL_FDD",8454.823,67638587576.0,0,0.00040166706541752126,28,20955061.525031
2022-02-08,"4G_SUMBUYA/Cell:eNodeB Function Name=4G_SUMBUYA, Local Cell ID=3, Cell Name=4G_SUMBUYA-3, eNodeB ID=5126, Cell FDD TDD indication=CELL_FDD",8517.305,68138439976.0,0,0.0004046354257937725,29,20946544.220034
2022-02-08,"4G_LUNGITOWN/Cell:eNodeB Function Name=4G_LUNGITOWN, Local Cell ID=1, Cell Name=4G_LUNGITOWN-1, eNodeB ID=5116, Cell FDD TDD indication=CELL_FDD",8639.118,69112944448.0,0,0.00041042245057710673,30,20937905.101978
2022-02-08,"4G_BAOMAHUN/Cell:eNodeB Function Name=4G_BAOMAHUN, Local Cell ID=1, Cell Name=4G_BAOMAHUN-1, eNodeB ID=5106, Cell FDD TDD indication=CELL_FDD",8903.508,71228064304.0,0,0.00042298294479747525,31,20929001.59394
